rounded_base_hallway_data,rounded_stay_data,rounded_go_data,segments_to_wait,texture_history,texture_change_time,segments_until_revert,probe_texture_history,probe_time,puff_event,reward_event
29.0,13.0,35.0,,,,,,,,
30.0,12.0,33.0,,,,,,,,
26.0,11.0,32.0,,,,,,,,
23.0,11.0,32.0,,,,,,,,
27.0,10.0,30.0,,,,,,,,
26.0,9.0,31.0,,,,,,,,
27.0,6.0,27.0,,,,,,,,
19.0,14.0,30.0,,,,,,,,
32.0,12.0,29.0,,,,,,,,
19.0,9.0,33.0,,,,,,,,
29.0,12.0,31.0,,,,,,,,
29.0,10.0,30.0,,,,,,,,
23.0,10.0,27.0,,,,,,,,
29.0,12.0,31.0,,,,,,,,
27.0,9.0,31.0,,,,,,,,
32.0,9.0,32.0,,,,,,,,
24.0,13.0,28.0,,,,,,,,
29.0,7.0,30.0,,,,,,,,
27.0,12.0,27.0,,,,,,,,
21.0,9.0,30.0,,,,,,,,
30.0,7.0,27.0,,,,,,,,
20.0,10.0,31.0,,,,,,,,
25.0,12.0,29.0,,,,,,,,
30.0,11.0,30.0,,,,,,,,
37.0,11.0,29.0,,,,,,,,
29.0,10.0,32.0,,,,,,,,
24.0,10.0,30.0,,,,,,,,
27.0,9.0,31.0,,,,,,,,
20.0,7.0,29.0,,,,,,,,
20.0,11.0,30.0,,,,,,,,
34.0,10.0,30.0,,,,,,,,
23.0,9.0,30.0,,,,,,,,
27.0,9.0,28.0,,,,,,,,
33.0,10.0,31.0,,,,,,,,
20.0,11.0,29.0,,,,,,,,
18.0,8.0,30.0,,,,,,,,
18.0,10.0,31.0,,,,,,,,
21.0,11.0,29.0,,,,,,,,
18.0,7.0,27.0,,,,,,,,
15.0,11.0,32.0,,,,,,,,
18.0,11.0,31.0,,,,,,,,
20.0,6.0,29.0,,,,,,,,
27.0,11.0,32.0,,,,,,,,
28.0,9.0,32.0,,,,,,,,
31.0,12.0,31.0,,,,,,,,
24.0,9.0,27.0,,,,,,,,
28.0,11.0,33.0,,,,,,,,
28.0,7.0,29.0,,,,,,,,
15.0,9.0,30.0,,,,,,,,
26.0,8.0,31.0,,,,,,,,
23.0,12.0,33.0,,,,,,,,
24.0,10.0,31.0,,,,,,,,
9.0,11.0,32.0,,,,,,,,
24.0,10.0,28.0,,,,,,,,
24.0,9.0,32.0,,,,,,,,
29.0,9.0,28.0,,,,,,,,
25.0,10.0,27.0,,,,,,,,
20.0,10.0,32.0,,,,,,,,
21.0,9.0,33.0,,,,,,,,
28.0,10.0,30.0,,,,,,,,
22.0,9.0,34.0,,,,,,,,
30.0,12.0,30.0,,,,,,,,
19.0,13.0,30.0,,,,,,,,
27.0,4.0,35.0,,,,,,,,
22.0,7.0,30.0,,,,,,,,
20.0,12.0,31.0,,,,,,,,
29.0,10.0,29.0,,,,,,,,
17.0,8.0,31.0,,,,,,,,
16.0,6.0,30.0,,,,,,,,
26.0,9.0,28.0,,,,,,,,
38.0,11.0,31.0,,,,,,,,
25.0,13.0,30.0,,,,,,,,
30.0,10.0,33.0,,,,,,,,
23.0,9.0,30.0,,,,,,,,
36.0,12.0,29.0,,,,,,,,
25.0,14.0,30.0,,,,,,,,
30.0,8.0,31.0,,,,,,,,
35.0,10.0,31.0,,,,,,,,
32.0,12.0,28.0,,,,,,,,
28.0,11.0,27.0,,,,,,,,
24.0,10.0,32.0,,,,,,,,
15.0,10.0,30.0,,,,,,,,
31.0,9.0,30.0,,,,,,,,
33.0,9.0,28.0,,,,,,,,
22.0,8.0,29.0,,,,,,,,
17.0,9.0,26.0,,,,,,,,
29.0,12.0,32.0,,,,,,,,
22.0,5.0,25.0,,,,,,,,
29.0,11.0,30.0,,,,,,,,
31.0,13.0,31.0,,,,,,,,
33.0,10.0,29.0,,,,,,,,
28.0,12.0,33.0,,,,,,,,
25.0,8.0,32.0,,,,,,,,
24.0,8.0,29.0,,,,,,,,
19.0,9.0,30.0,,,,,,,,
21.0,13.0,30.0,,,,,,,,
31.0,7.0,28.0,,,,,,,,
18.0,7.0,25.0,,,,,,,,
25.0,6.0,29.0,,,,,,,,
28.0,8.0,27.0,,,,,,,,
26.0,14.0,30.0,,,,,,,,
24.0,11.0,30.0,,,,,,,,
16.0,10.0,31.0,,,,,,,,
22.0,7.0,31.0,,,,,,,,
29.0,7.0,32.0,,,,,,,,
25.0,9.0,32.0,,,,,,,,
28.0,8.0,34.0,,,,,,,,
23.0,11.0,28.0,,,,,,,,
25.0,12.0,30.0,,,,,,,,
30.0,9.0,29.0,,,,,,,,
25.0,13.0,32.0,,,,,,,,
