rounded_base_hallway_data,rounded_stay_data,rounded_go_data,segments_to_wait,texture_history,texture_change_time,segments_until_revert,probe_texture_history,probe_time,puff_event,reward_event
22.0,8.0,29.0,,,,,,,,
33.0,11.0,33.0,,,,,,,,
28.0,11.0,31.0,,,,,,,,
21.0,11.0,29.0,,,,,,,,
22.0,9.0,31.0,,,,,,,,
25.0,8.0,31.0,,,,,,,,
28.0,10.0,31.0,,,,,,,,
25.0,13.0,30.0,,,,,,,,
33.0,10.0,28.0,,,,,,,,
31.0,10.0,25.0,,,,,,,,
24.0,7.0,31.0,,,,,,,,
34.0,12.0,33.0,,,,,,,,
29.0,9.0,28.0,,,,,,,,
29.0,12.0,29.0,,,,,,,,
25.0,10.0,31.0,,,,,,,,
34.0,13.0,26.0,,,,,,,,
21.0,7.0,30.0,,,,,,,,
24.0,9.0,29.0,,,,,,,,
28.0,12.0,26.0,,,,,,,,
30.0,15.0,30.0,,,,,,,,
19.0,10.0,31.0,,,,,,,,
23.0,9.0,27.0,,,,,,,,
27.0,9.0,29.0,,,,,,,,
20.0,11.0,26.0,,,,,,,,
28.0,11.0,29.0,,,,,,,,
20.0,13.0,30.0,,,,,,,,
22.0,11.0,30.0,,,,,,,,
23.0,13.0,31.0,,,,,,,,
27.0,11.0,32.0,,,,,,,,
28.0,11.0,30.0,,,,,,,,
26.0,10.0,29.0,,,,,,,,
30.0,8.0,30.0,,,,,,,,
28.0,6.0,36.0,,,,,,,,
29.0,11.0,29.0,,,,,,,,
28.0,9.0,29.0,,,,,,,,
29.0,7.0,30.0,,,,,,,,
27.0,5.0,32.0,,,,,,,,
31.0,13.0,29.0,,,,,,,,
23.0,9.0,31.0,,,,,,,,
31.0,11.0,31.0,,,,,,,,
35.0,11.0,31.0,,,,,,,,
21.0,12.0,29.0,,,,,,,,
32.0,13.0,29.0,,,,,,,,
26.0,11.0,32.0,,,,,,,,
30.0,10.0,28.0,,,,,,,,
15.0,11.0,30.0,,,,,,,,
25.0,11.0,31.0,,,,,,,,
23.0,9.0,32.0,,,,,,,,
13.0,12.0,34.0,,,,,,,,
