rounded_base_hallway_data,rounded_stay_data,rounded_go_data,segments_to_wait,texture_history,texture_change_time,segments_until_revert,probe_texture_history,probe_time,puff_event,reward_event
33.0,10.0,33.0,,,,,,,,
24.0,15.0,29.0,,,,,,,,
20.0,9.0,28.0,,,,,,,,
20.0,9.0,31.0,,,,,,,,
27.0,12.0,28.0,,,,,,,,
23.0,14.0,30.0,,,,,,,,
26.0,12.0,28.0,,,,,,,,
28.0,10.0,32.0,,,,,,,,
26.0,10.0,31.0,,,,,,,,
30.0,7.0,28.0,,,,,,,,
28.0,9.0,30.0,,,,,,,,
24.0,8.0,28.0,,,,,,,,
19.0,13.0,29.0,,,,,,,,
28.0,10.0,29.0,,,,,,,,
31.0,11.0,31.0,,,,,,,,
30.0,7.0,32.0,,,,,,,,
37.0,11.0,31.0,,,,,,,,
21.0,9.0,27.0,,,,,,,,
26.0,13.0,31.0,,,,,,,,
20.0,9.0,32.0,,,,,,,,
23.0,6.0,29.0,,,,,,,,
32.0,13.0,31.0,,,,,,,,
19.0,8.0,27.0,,,,,,,,
28.0,10.0,25.0,,,,,,,,
18.0,12.0,26.0,,,,,,,,
